task_id,task_name,concept,execution_stream,phase,start,finish,critical,implementation_readiness,quality_score,implementation_summary,linked_playbooks,task_specific_tests,implementation_steps,authorizations,procurement_actions,long_lead_items,decision_points,field_lab_vendor_activities,contingencies,implementation_records,open_decisions,first_hold_point
S-INL-15,"Host modification, installation, turnover and preoperational testing",Shared,2B - INL critical demonstration experiment,INL Installation,2028-01-01,2028-06-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Host modification, installation, turnover and preoperational testing between 2028-01-01 and 2028-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Construction Manager; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-TEST-01,,5,4,5,1,3,4,3,5,2,HP-I1 implementation authorization
S-INL-16,DOE/INL readiness review and authorization to operate,Shared,2B - INL critical demonstration experiment,INL Readiness,2028-04-01,2028-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver DOE/INL readiness review and authorization to operate between 2028-04-01 and 2028-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Chief Nuclear Officer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-FUEL-01; PB-MAT-01; PB-TEST-01,,5,4,1,1,3,1,3,5,4,HP-I1 implementation authorization
S-INL-17,"Initial fuel-salt loading, approach to critical and initial criticality",Shared,2B - INL critical demonstration experiment,INL Operations,2028-07-01,2028-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Initial fuel-salt loading, approach to critical and initial criticality between 2028-07-01 and 2028-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Reactor Physics; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-FUEL-01; PB-MAT-01; PB-MCA-01; PB-SUPPLY-01; PB-TEST-01; PB-WASTE-01,,6,5,5,1,3,4,3,5,5,HP-I1 implementation authorization
S-INL-18,"Low-power physics, kinetics, feedback and fuel-salt operational campaign",Shared,2B - INL critical demonstration experiment,INL Operations,2028-10-01,2029-06-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Low-power physics, kinetics, feedback and fuel-salt operational campaign between 2028-10-01 and 2029-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Reactor Physics; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-FUEL-01; PB-SUPPLY-01; PB-TEST-01,,6,5,5,1,3,4,3,5,5,HP-I1 implementation authorization
S-INL-19,"Model validation, uncertainty update and design-data release",Shared,2B - INL critical demonstration experiment,INL Data Qualification,2028-07-01,2029-06-30,True,"Task-specific execution sequence, facility work, decision gates, acceptance evidence, records, and fallback routes are defined for the current planning basis.",100,"Convert the INL critical experiment from raw operating data into qualified design and licensing evidence by freezing pre-test predictions, controlling the as-tested configuration, qualifying the data and uncertainty, comparing independent models, closing discrepancies, updating methods/uncertainties and releasing an approved data package with explicit conditions of use.",PB-FUEL-01; PB-SUPPLY-01; PB-TEST-01,,5,4,2,1,2,3,3,5,4,HP-ID1 blind prediction freeze
S-INL-20,"Experiment closeout, fuel-salt disposition, end-state and lessons learned",Shared,2B - INL critical demonstration experiment,INL Closeout,2029-04-01,2029-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Experiment closeout, fuel-salt disposition, end-state and lessons learned between 2029-04-01 and 2029-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Operations/Training; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-FUEL-01; PB-MAT-01; PB-MCA-01; PB-SUPPLY-01; PB-TEST-01; PB-WASTE-01,,5,4,1,1,3,4,3,5,5,HP-I1 implementation authorization
D-3.17.a,"QA Organization, Responsibilities & Interfaces",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2026-10-01,2027-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver QA Organization, Responsibilities & Interfaces between 2026-10-01 and 2027-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Quality Assurance; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-SUPPLY-01; PB-TEST-01,,5,3,1,1,3,1,3,5,2,HP-I1 implementation authorization
D-3.17.b,QA Program Description (QAPD/QATR) & Manual,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2026-10-01,2027-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver QA Program Description (QAPD/QATR) & Manual between 2026-10-01 and 2027-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Quality Assurance; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-SUPPLY-01; PB-TEST-01,,5,3,5,1,3,1,3,5,2,HP-I1 implementation authorization
D-LIC-00.01,Demonstrator Regulatory Classification,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Licensing Strategy,2026-10-01,2028-09-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Demonstrator Regulatory Classification between 2026-10-01 and 2028-09-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Licensing Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-SUPPLY-01; PB-TEST-01,,5,4,5,1,3,1,3,5,2,HP-I1 implementation authorization
D-3.17.c,Design Control (Appendix B III) & Configuration Management,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,SRP Chapters,2026-10-01,2028-06-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Design Control (Appendix B III) & Configuration Management between 2026-10-01 and 2028-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Quality Assurance; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-SUPPLY-01; PB-TEST-01,,5,4,5,1,3,1,3,5,2,HP-I1 implementation authorization
D-LIC-00.02,Host Site Licensing Integration,Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Licensing Strategy,2026-10-01,2028-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Host Site Licensing Integration between 2026-10-01 and 2028-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Licensing Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-SUPPLY-01; PB-TEST-01,,5,3,5,1,3,1,3,5,2,HP-I1 implementation authorization
D-0.3.a,"Requirements Governance, Ontology, and Structure",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Orientation,2026-10-01,2027-06-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Requirements Governance, Ontology, and Structure between 2026-10-01 and 2027-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Systems Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,5,3,5,1,3,1,3,5,2,HP-I1 implementation authorization
D-1.a,"Site Selection, Data Acquisition & Baseline Characterization",Demonstrator,3 - Demonstrator engineering and Launch Pad USA authorization,Site & NEPA,2026-10-01,2027-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Site Selection, Data Acquisition & Baseline Characterization between 2026-10-01 and 2027-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Environmental/Siting; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-TEST-01,,5,4,5,1,3,1,3,5,3,HP-I1 implementation authorization
